scarcity_score,salary_premium_pct,repost_rate_pct,demand_count,median_days_open,log_median_days_open
69.7,53.3,7.1,345,16.0,2.833213344056216
36.1,49.6,0.0,14,15.0,2.772588722239781
48.8,5.2,3.9,125,30.0,3.4339872044851463
40.2,35.9,0.0,73,32.0,3.4965075614664802
52.6,47.9,1.8,319,15.0,2.772588722239781
16.2,46.6,0.0,70,0.0,0.0
46.3,49.6,0.0,25,25.0,3.258096538021482
67.9,49.6,1.5,280,31.0,3.4657359027997265
47.0,23.3,3.1,1318,22.0,3.1354942159291497
19.2,35.5,0.0,26,9.0,2.302585092994046
62.0,45.1,2.7,304,33.0,3.5263605246161616
19.0,-29.0,12.9,38,0.0,0.0
27.2,1.5,16.9,739,0.0,0.0
27.4,9.7,15.7,217,0.0,0.0
41.2,41.2,21.4,419,0.0,0.0
45.9,102.6,13.4,140,0.0,0.0
38.3,70.7,12.5,58,0.0,0.0
57.7,68.7,0.0,65,67.0,4.219507705176107
38.5,102.6,7.2,296,0.0,0.0
50.0,35.7,0.6,138,41.0,3.7376696182833684
33.9,26.7,18.3,414,0.0,0.0
40.3,57.6,17.4,28,0.0,0.0
65.7,102.6,3.0,144,50.0,3.9318256327243257
21.0,-9.9,13.0,91,0.0,0.0
74.6,84.3,30.3,77,26.0,3.295836866004329
42.2,-5.3,6.2,37,46.0,3.8501476017100584
27.9,29.0,11.3,123,0.0,0.0
41.4,102.6,10.6,381,0.0,0.0
28.5,25.6,13.2,600,0.0,0.0
25.6,-45.8,0.0,77,31.0,3.4657359027997265
54.6,57.6,8.6,23,17.0,2.8903717578961645
50.7,33.2,0.0,122,67.0,4.219507705176107
60.2,102.6,8.7,270,1.0,0.6931471805599453
68.7,102.6,14.2,351,6.0,1.9459101490553132
16.9,23.8,2.0,124,0.0,0.0
71.9,26.4,7.3,209,2.0,1.0986122886681098
57.5,62.6,21.7,70,0.0,0.0
79.2,26.4,6.2,64,52.0,3.970291913552122
29.7,-20.0,10.3,256,0.0,0.0
22.2,-44.0,15.0,216,0.0,0.0
71.4,17.6,3.3,75,20.0,3.044522437723423
32.7,-28.0,20.2,110,0.0,0.0
38.2,-20.0,40.4,16,0.0,0.0
19.3,-37.2,6.6,92,0.0,0.0
62.4,34.6,4.6,235,1.0,0.6931471805599453
32.1,-30.8,23.1,96,0.0,0.0
55.9,29.5,0.5,66,1.0,0.6931471805599453
37.2,-4.3,12.6,43,0.0,0.0
51.1,6.6,2.3,179,1.0,0.6931471805599453
21.9,-45.3,15.5,127,0.0,0.0
28.3,-28.0,11.8,41,0.0,0.0
58.3,40.6,0.6,33,1.0,0.6931471805599453
48.6,-35.7,17.8,90,1.0,0.6931471805599453
41.7,-20.0,2.8,102,1.0,0.6931471805599453
32.8,-4.3,6.8,35,0.0,0.0
57.9,-16.0,19.2,155,1.0,0.6931471805599453
47.2,-12.6,4.6,114,1.0,0.6931471805599453
29.5,-30.8,16.7,20,0.0,0.0
36.9,-3.6,7.5,1012,0.0,0.0
40.5,2.8,11.7,1401,0.0,0.0
22.1,-54.0,18.8,87,0.0,0.0
54.4,-36.2,3.3,106,52.0,3.970291913552122
56.2,11.6,5.4,35,1.0,0.6931471805599453
25.3,-37.6,17.4,25,0.0,0.0
44.2,64.0,2.9,10,0.0,0.0
79.8,30.1,8.3,61,10.0,2.3978952727983707
29.0,-28.0,13.6,664,0.0,0.0
30.2,-26.5,11.3,289,0.0,0.0
41.9,12.7,8.9,264,0.0,0.0
28.0,-4.3,3.2,39,0.0,0.0
45.5,-44.0,27.5,10,1.0,0.6931471805599453
42.7,3.8,0.0,41,1.0,0.6931471805599453
28.2,-37.6,31.5,75,0.0,0.0
33.7,50.8,0.0,15,0.0,0.0
78.4,11.7,8.0,137,52.0,3.970291913552122
52.7,-35.2,6.1,118,7.0,2.0794415416798357
73.9,26.4,4.7,270,11.0,2.4849066497880004
63.2,-20.0,14.1,128,5.0,1.791759469228055
51.7,20.1,35.0,42,0.0,0.0
21.1,-44.0,13.6,214,0.0,0.0
13.2,-48.4,5.6,39,0.0,0.0
45.1,-4.3,2.2,41,1.0,0.6931471805599453
73.7,44.5,2.7,31,8.0,2.1972245773362196
70.4,62.2,4.3,293,12.0,2.5649493574615367
28.3,-27.9,18.6,185,0.0,0.0
16.5,-46.9,14.6,33,0.0,0.0
54.1,3.4,13.0,203,1.0,0.6931471805599453
41.1,23.3,15.0,517,0.0,0.0
19.4,-9.8,3.2,53,0.0,0.0
30.0,-21.9,19.3,367,0.0,0.0
49.2,-6.1,11.0,113,1.0,0.6931471805599453
15.7,-35.3,12.8,32,0.0,0.0
73.6,132.9,0.0,24,75.0,4.330733340286331
33.8,0.8,17.1,84,0.0,0.0
33.7,-14.0,20.9,402,0.0,0.0
43.3,32.3,14.8,122,0.0,0.0
36.5,16.3,13.6,104,0.0,0.0
31.8,2.5,14.2,374,0.0,0.0
58.2,135.5,0.0,15,1.0,0.6931471805599453
28.7,-17.8,17.1,248,0.0,0.0
25.4,-13.0,13.3,24,0.0,0.0
53.9,91.0,19.7,44,0.0,0.0
43.5,10.5,20.2,404,0.0,0.0
24.4,-28.3,15.4,187,0.0,0.0
45.8,62.3,13.6,11,0.0,0.0
42.1,-46.9,9.8,36,8.0,2.1972245773362196
75.7,135.5,4.3,51,40.0,3.713572066704308
32.2,-20.9,21.4,235,0.0,0.0
44.2,-27.0,12.3,103,1.0,0.6931471805599453
56.8,-36.3,49.3,36,8.0,2.1972245773362196
63.3,40.3,0.0,18,42.0,3.7612001156935624
49.7,55.6,17.5,135,0.0,0.0
22.5,-35.3,18.2,29,0.0,0.0
29.6,1.5,13.3,26,0.0,0.0
52.1,3.4,4.0,115,2.0,1.0986122886681098
64.7,129.2,0.0,23,9.0,2.302585092994046
43.6,-28.4,5.9,59,5.0,1.791759469228055
75.6,37.9,22.6,20,1.0,0.6931471805599453
36.6,36.4,6.6,333,0.0,0.0
55.8,-34.0,15.8,153,42.0,3.7612001156935624
33.6,24.4,6.8,895,0.0,0.0
36.5,20.8,13.0,31,0.0,0.0
37.9,30.7,11.2,49,0.0,0.0
38.1,40.2,7.5,124,0.0,0.0
46.1,-4.5,0.0,22,10.0,2.3978952727983707
27.9,-15.9,15.1,32,0.0,0.0
24.7,3.4,5.6,86,0.0,0.0
38.0,29.4,12.2,75,0.0,0.0
35.2,-12.0,21.5,367,0.0,0.0
55.3,2.5,0.0,70,66.0,4.204692619390966
30.4,0.8,14.2,1110,0.0,0.0
47.6,-31.0,1.0,59,61.0,4.127134385045092
35.3,32.6,5.9,80,0.0,0.0
47.5,30.7,19.6,69,0.0,0.0
65.6,52.3,11.8,24,1.0,0.6931471805599453
56.5,-17.8,16.7,99,2.0,1.0986122886681098
59.9,-11.9,8.0,35,61.0,4.127134385045092
72.8,28.6,16.1,37,5.0,1.791759469228055
37.6,8.7,14.9,368,0.0,0.0
27.9,3.4,9.5,372,0.0,0.0
34.1,-7.2,18.5,1332,0.0,0.0
33.3,18.2,9.6,730,0.0,0.0
33.8,21.5,9.1,397,0.0,0.0
75.1,74.0,18.2,16,1.0,0.6931471805599453
38.0,19.9,14.1,224,0.0,0.0
47.9,-31.0,1.5,34,61.0,4.127134385045092
29.3,-29.4,24.1,53,0.0,0.0
32.7,110.2,0.0,27,0.0,0.0
37.2,39.1,6.4,37,0.0,0.0
30.4,9.3,8.4,278,0.0,0.0
32.0,80.2,0.0,14,0.0,0.0
24.9,-7.3,11.1,143,0.0,0.0
44.0,-28.8,2.5,71,25.0,3.258096538021482
28.7,-3.4,13.1,1132,0.0,0.0
38.4,27.3,10.4,89,0.0,0.0
25.0,-21.0,15.7,894,0.0,0.0
23.2,-37.4,21.8,129,0.0,0.0
29.1,-28.7,54.1,97,0.0,0.0
76.9,92.0,13.5,34,12.0,2.5649493574615367
31.8,-5.2,16.7,904,0.0,0.0
53.2,92.0,19.0,10,0.0,0.0
56.6,7.3,2.2,65,13.0,2.6390573296152584
29.5,-19.1,17.7,362,0.0,0.0
57.1,15.1,6.2,21,2.0,1.0986122886681098
19.1,-17.1,4.9,32,0.0,0.0
31.2,1.6,14.9,358,0.0,0.0
32.3,-14.6,18.8,313,0.0,0.0
60.9,13.3,12.8,26,2.0,1.0986122886681098
40.9,-21.3,11.1,116,1.0,0.6931471805599453
50.4,28.2,0.0,10,1.0,0.6931471805599453
28.0,-26.8,19.6,55,0.0,0.0
47.2,-12.5,2.2,114,9.0,2.302585092994046
20.8,-31.9,17.9,169,0.0,0.0
60.7,5.4,16.4,96,2.0,1.0986122886681098
55.8,-30.3,16.4,75,26.0,3.295836866004329
26.8,-3.8,11.8,33,0.0,0.0
57.1,136.2,0.0,12,1.0,0.6931471805599453
23.8,-21.3,16.1,633,0.0,0.0
27.2,-19.1,16.4,310,0.0,0.0
72.7,70.6,12.8,120,7.0,2.0794415416798357
28.0,6.2,7.4,105,0.0,0.0
30.7,-49.1,6.6,52,1.0,0.6931471805599453
64.7,17.1,0.0,10,54.0,4.007333185232471
63.4,5.4,9.3,55,26.0,3.295836866004329
73.6,63.9,8.2,80,25.0,3.258096538021482
45.6,-21.3,15.8,83,1.0,0.6931471805599453
47.4,-22.6,3.6,33,25.0,3.258096538021482
35.7,-3.4,19.0,485,0.0,0.0
66.8,15.8,19.0,52,1.0,0.6931471805599453
87.1,92.0,17.5,24,26.0,3.295836866004329
55.7,-50.9,45.5,15,24.0,3.2188758248682006
25.5,5.4,6.6,55,0.0,0.0
31.9,17.7,3.1,27,0.0,0.0
57.2,-31.9,32.8,47,24.0,3.2188758248682006
30.2,15.5,4.8,14,0.0,0.0
23.7,-27.9,17.2,200,0.0,0.0
33.6,7.1,14.2,285,0.0,0.0
34.5,51.3,2.2,36,0.0,0.0
27.7,-21.0,17.5,840,0.0,0.0
65.6,15.5,11.8,81,12.0,2.5649493574615367
72.7,37.5,3.8,322,30.0,3.4339872044851463
40.3,-11.8,12.9,1043,0.0,0.0
55.3,-37.3,7.4,109,43.0,3.784189633918261
64.2,43.6,0.0,26,29.0,3.4011973816621555
38.3,-16.1,12.5,550,0.0,0.0
40.5,-15.9,15.4,27,0.0,0.0
37.9,-7.7,8.6,2019,0.0,0.0
23.6,-40.2,9.8,49,0.0,0.0
33.7,-24.6,11.3,822,0.0,0.0
59.0,27.7,0.0,62,22.0,3.1354942159291497
33.5,-29.2,12.2,687,0.0,0.0
25.1,-41.0,12.2,637,0.0,0.0
77.8,53.0,2.6,55,61.0,4.127134385045092
31.8,-33.8,14.3,1113,0.0,0.0
59.0,36.6,2.0,107,4.0,1.6094379124341003
69.8,-11.5,8.5,105,31.0,3.4657359027997265
57.2,91.5,2.9,19,1.0,0.6931471805599453
46.2,-42.7,1.3,329,61.0,4.127134385045092
47.8,-37.3,2.7,204,46.0,3.8501476017100584
11.7,-37.3,2.8,158,0.0,0.0
52.6,28.9,17.7,28,0.0,0.0
7.2,-44.9,1.9,49,0.0,0.0
41.8,-51.2,13.5,696,2.0,1.0986122886681098
55.3,25.5,2.8,160,3.0,1.3862943611198906
60.7,-22.5,9.4,215,16.0,2.833213344056216
69.9,13.3,9.4,179,8.0,2.1972245773362196
63.7,24.8,3.3,339,16.0,2.833213344056216
27.4,-30.3,8.7,108,0.0,0.0
29.0,-66.9,3.0,114,3.0,1.3862943611198906
70.9,44.1,4.5,75,16.0,2.833213344056216
19.7,-30.3,3.8,65,0.0,0.0
63.5,-14.4,2.9,47,54.0,4.007333185232471
59.3,-18.7,8.7,889,7.0,2.0794415416798357
58.9,-4.5,13.7,963,1.0,0.6931471805599453
59.5,6.6,4.9,308,6.0,1.9459101490553132
32.4,27.7,1.5,522,0.0,0.0
60.8,17.7,7.0,283,3.0,1.3862943611198906
63.5,39.4,3.1,41,5.0,1.791759469228055
86.1,56.8,7.3,191,54.0,4.007333185232471
38.7,-9.7,9.3,2305,0.0,0.0
26.2,-30.3,8.2,1366,0.0,0.0
31.9,-37.3,5.7,66,1.0,0.6931471805599453
61.5,5.3,7.6,288,4.0,1.6094379124341003
69.9,7.5,6.5,641,30.0,3.4339872044851463
64.9,-9.6,8.3,928,12.0,2.5649493574615367
14.6,-54.0,7.1,45,0.0,0.0
23.6,-41.9,10.5,234,0.0,0.0
33.8,4.9,5.2,1532,0.0,0.0
38.4,1.2,8.1,705,0.0,0.0
28.0,-34.1,9.8,83,0.0,0.0
66.9,85.4,0.0,10,30.0,3.4339872044851463
62.7,-19.5,5.5,260,44.0,3.8066624897703196
60.2,-30.2,17.7,280,6.0,1.9459101490553132
30.2,-31.8,10.7,285,0.0,0.0
33.0,5.7,3.6,31,0.0,0.0
51.6,-19.5,8.7,675,2.0,1.0986122886681098
43.5,-37.3,16.5,107,1.0,0.6931471805599453
54.5,-22.5,8.6,604,5.0,1.791759469228055
81.5,53.0,5.8,89,46.0,3.8501476017100584
38.8,-23.6,4.5,248,1.0,0.6931471805599453
36.0,-15.1,9.2,2135,0.0,0.0
54.1,-42.8,21.4,32,10.0,2.3978952727983707
75.1,24.0,11.3,168,16.0,2.833213344056216
26.1,-25.1,6.7,1795,0.0,0.0
55.0,26.0,6.3,116,1.0,0.6931471805599453
39.4,-11.0,10.2,276,0.0,0.0
66.1,-0.5,5.5,313,30.0,3.4339872044851463
45.0,-37.3,6.7,404,9.0,2.302585092994046
20.5,-33.7,5.4,233,0.0,0.0
24.9,-37.3,1.6,63,1.0,0.6931471805599453
14.0,-51.2,6.7,47,0.0,0.0
71.8,22.0,7.1,114,29.0,3.4011973816621555
60.3,16.0,1.8,480,18.0,2.9444389791664403
37.7,-20.1,14.9,469,0.0,0.0
40.0,-10.4,10.5,1509,0.0,0.0
34.9,-1.6,6.6,1461,0.0,0.0
40.6,-55.8,1.9,30,39.0,3.6888794541139363
51.1,-16.6,8.0,99,2.0,1.0986122886681098
57.6,-29.6,7.6,295,20.0,3.044522437723423
31.4,39.4,0.0,12,0.0,0.0
26.9,-42.8,24.5,26,0.0,0.0
60.9,-15.9,13.8,477,3.0,1.3862943611198906
43.3,-30.3,8.9,1409,1.0,0.6931471805599453
48.8,-19.8,3.4,197,6.0,1.9459101490553132
73.3,105.9,2.1,256,40.0,3.713572066704308
30.7,-20.0,5.9,77,2.0,1.0986122886681098
49.7,73.1,0.0,13,43.0,3.784189633918261
68.7,119.8,3.3,113,28.0,3.367295829986474
12.5,-7.5,0.0,19,2.0,1.0986122886681098
51.6,66.9,0.0,109,68.0,4.23410650459726
60.6,125.6,0.3,150,25.0,3.258096538021482
41.3,49.5,0.0,43,46.0,3.8501476017100584
52.4,136.0,1.8,31,0.0,0.0
14.0,66.9,0.0,10,0.0,0.0
18.0,69.8,0.0,15,0.0,0.0
53.9,71.3,0.9,353,28.0,3.367295829986474
36.4,49.1,1.4,89,2.0,1.0986122886681098
53.9,74.6,0.0,37,45.0,3.828641396489095
59.9,77.7,1.5,188,26.0,3.295836866004329
41.9,66.9,0.0,56,45.0,3.828641396489095
23.0,73.1,0.0,49,0.0,0.0
34.6,66.9,0.0,75,33.0,3.5263605246161616
63.3,70.0,1.6,202,41.0,3.7376696182833684
53.6,59.5,4.2,768,30.0,3.4339872044851463
61.7,84.4,0.0,25,54.0,4.007333185232471
42.6,-19.4,2.0,164,36.0,3.6109179126442243
54.0,168.5,5.2,31,0.0,0.0
28.6,13.6,12.5,359,0.0,0.0
33.3,54.0,4.8,102,0.0,0.0
33.9,35.9,9.2,200,0.0,0.0
74.9,133.5,2.3,22,61.0,4.127134385045092
27.1,-16.3,17.4,130,0.0,0.0
46.5,24.7,2.1,40,40.0,3.713572066704308
18.9,2.7,3.3,50,0.0,0.0
39.0,62.2,0.0,13,2.0,1.0986122886681098
27.4,32.1,4.5,38,0.0,0.0
41.3,105.0,5.1,179,0.0,0.0
42.5,56.5,0.0,47,40.0,3.713572066704308
24.4,-19.7,14.5,248,0.0,0.0
43.8,133.5,2.9,25,0.0,0.0
68.5,114.7,2.0,27,54.0,4.007333185232471
78.2,133.6,2.5,64,61.0,4.127134385045092
23.2,3.9,5.1,57,0.0,0.0
63.0,105.0,4.8,92,36.0,3.6109179126442243
68.3,114.4,11.0,29,31.0,3.4657359027997265
61.7,47.6,2.7,35,61.0,4.127134385045092
46.8,48.8,2.3,57,2.0,1.0986122886681098
65.2,99.2,4.3,241,46.0,3.8501476017100584
29.7,22.2,10.8,257,0.0,0.0
28.9,-37.6,0.0,15,53.0,3.9889840465642745
56.8,165.6,14.1,28,0.0,0.0
39.7,15.3,0.0,51,57.0,4.060443010546419
56.4,32.5,1.2,39,61.0,4.127134385045092
54.2,58.7,4.9,183,1.0,0.6931471805599453
27.6,-11.1,17.2,162,0.0,0.0
29.1,22.2,9.3,56,0.0,0.0
49.9,-24.8,4.2,165,2.0,1.0986122886681098
54.3,34.4,32.8,371,0.0,0.0
45.2,7.9,1.7,41,1.0,0.6931471805599453
36.0,-9.3,14.4,252,0.0,0.0
26.0,-44.7,17.9,188,0.0,0.0
45.0,-11.9,15.0,48,1.0,0.6931471805599453
37.6,-34.3,17.6,73,1.0,0.6931471805599453
26.3,-30.7,1.1,91,1.0,0.6931471805599453
70.8,29.0,8.6,227,2.0,1.0986122886681098
38.8,-26.0,13.7,85,1.0,0.6931471805599453
34.5,-15.5,18.0,38,0.0,0.0
65.1,-3.9,3.2,283,6.0,1.9459101490553132
24.2,-51.8,19.3,112,0.0,0.0
42.6,-15.5,13.9,56,1.0,0.6931471805599453
74.5,41.3,9.8,20,2.0,1.0986122886681098
46.5,42.6,8.1,93,0.0,0.0
70.4,41.3,6.2,123,2.0,1.0986122886681098
58.1,-31.8,9.0,54,9.0,2.302585092994046
41.0,-26.0,16.2,104,1.0,0.6931471805599453
68.2,6.2,0.9,67,11.0,2.4849066497880004
85.2,42.6,47.6,10,2.0,1.0986122886681098
33.5,-6.0,8.7,1291,0.0,0.0
44.8,16.7,12.6,2236,0.0,0.0
24.3,-55.6,6.9,120,1.0,0.6931471805599453
69.6,6.0,6.7,118,5.0,1.791759469228055
39.6,3.4,13.8,44,0.0,0.0
31.3,-29.5,26.7,24,0.0,0.0
39.8,1.2,1.6,87,1.0,0.6931471805599453
37.8,-26.8,13.4,535,1.0,0.6931471805599453
33.0,-50.7,14.4,223,1.0,0.6931471805599453
50.9,7.5,9.6,266,1.0,0.6931471805599453
32.8,-9.8,10.6,30,0.0,0.0
58.3,-2.1,4.0,14,2.0,1.0986122886681098
37.2,-9.3,2.1,26,1.0,0.6931471805599453
37.4,-50.7,28.6,69,1.0,0.6931471805599453
12.5,-18.5,0.0,25,0.0,0.0
69.2,6.3,1.0,126,11.0,2.4849066497880004
35.8,-29.5,11.3,87,1.0,0.6931471805599453
48.7,7.5,8.0,312,1.0,0.6931471805599453
56.8,41.3,9.5,155,1.0,0.6931471805599453
46.5,5.3,32.9,30,0.0,0.0
35.5,-54.2,22.2,132,1.0,0.6931471805599453
38.8,-43.6,21.2,42,1.0,0.6931471805599453
66.5,44.4,19.8,44,1.0,0.6931471805599453
14.4,-11.9,0.0,14,0.0,0.0
71.0,7.9,1.8,34,9.0,2.302585092994046
69.1,75.7,1.4,231,1.0,0.6931471805599453
31.3,-8.5,19.0,213,0.0,0.0
61.6,2.3,14.2,138,1.0,0.6931471805599453
37.8,-34.0,0.0,18,2.0,1.0986122886681098
38.4,22.2,11.5,569,0.0,0.0
0.0,-45.3,0.0,30,0.0,0.0
31.5,-11.3,20.7,423,0.0,0.0
47.2,-18.5,7.1,104,1.0,0.6931471805599453
32.9,-8.0,20.0,17,0.0,0.0
46.2,-29.1,2.6,19,2.0,1.0986122886681098
22.4,-27.2,16.1,103,0.0,0.0
41.6,170.9,2.5,17,0.0,0.0
34.7,-4.8,20.2,366,0.0,0.0
38.6,11.7,15.5,110,0.0,0.0
24.8,2.3,8.0,112,0.0,0.0
40.5,12.6,16.6,373,0.0,0.0
58.9,2.3,11.4,189,1.0,0.6931471805599453
14.8,-20.4,4.8,26,0.0,0.0
49.4,62.0,13.7,58,0.0,0.0
44.3,-24.7,0.0,25,37.0,3.6375861597263857
38.5,12.2,14.9,467,0.0,0.0
21.3,-16.4,10.4,170,0.0,0.0
44.8,32.1,12.1,30,0.0,0.0
79.3,115.6,2.0,25,29.0,3.4011973816621555
38.4,15.4,12.1,196,0.0,0.0
61.4,0.3,14.5,114,1.0,0.6931471805599453
53.5,35.0,26.0,128,0.0,0.0
70.2,7.2,23.0,35,1.0,0.6931471805599453
42.5,9.1,31.0,15,0.0,0.0
37.3,31.2,5.4,60,0.0,0.0
71.0,69.3,4.3,57,1.0,0.6931471805599453
17.3,5.5,0.0,11,0.0,0.0
57.2,-24.8,23.3,23,1.0,0.6931471805599453
36.9,29.9,6.0,318,0.0,0.0
57.8,2.3,3.6,91,2.0,1.0986122886681098
37.0,23.1,10.1,753,0.0,0.0
22.3,-12.0,10.4,31,0.0,0.0
38.6,32.3,5.7,136,0.0,0.0
54.3,22.6,0.0,17,1.0,0.6931471805599453
25.6,-21.2,18.8,38,0.0,0.0
25.3,-19.4,15.5,57,0.0,0.0
37.4,28.6,7.8,48,0.0,0.0
27.0,-16.2,15.1,309,0.0,0.0
36.8,-36.2,0.0,28,2.0,1.0986122886681098
38.7,7.6,19.0,1078,0.0,0.0
15.1,-30.1,10.3,29,0.0,0.0
30.7,21.4,4.0,29,0.0,0.0
72.1,31.1,10.8,127,1.0,0.6931471805599453
35.2,-8.5,43.3,18,0.0,0.0
31.4,-18.2,28.6,74,0.0,0.0
22.0,-21.2,13.6,28,0.0,0.0
41.9,27.7,12.3,50,0.0,0.0
33.9,14.1,9.1,317,0.0,0.0
31.8,4.3,11.8,287,0.0,0.0
31.9,-7.3,16.9,1245,0.0,0.0
30.1,10.8,8.3,611,0.0,0.0
40.4,32.3,8.3,434,0.0,0.0
55.2,59.3,26.5,14,0.0,0.0
24.5,-8.7,11.2,174,0.0,0.0
21.8,-33.5,17.1,19,0.0,0.0
16.0,-35.3,11.8,60,0.0,0.0
39.7,92.4,1.8,15,0.0,0.0
80.1,43.9,23.7,26,2.0,1.0986122886681098
20.5,-27.5,11.3,168,0.0,0.0
25.9,-9.9,6.5,190,0.0,0.0
36.9,-36.3,10.8,84,1.0,0.6931471805599453
34.9,-6.5,12.8,1136,0.0,0.0
54.0,-21.5,20.0,135,1.0,0.6931471805599453
30.0,-18.8,14.9,836,0.0,0.0
12.9,-32.0,8.1,149,0.0,0.0
24.1,-42.8,28.5,70,0.0,0.0
71.6,148.2,15.4,25,1.0,0.6931471805599453
31.7,-9.9,11.6,925,0.0,0.0
49.8,5.2,0.9,71,1.0,0.6931471805599453
22.1,-24.9,11.2,370,0.0,0.0
28.0,1.7,4.2,31,0.0,0.0
35.2,-12.2,18.0,13,0.0,0.0
36.7,16.5,10.2,26,0.0,0.0
23.7,-26.0,12.6,342,0.0,0.0
30.9,-20.7,17.6,324,0.0,0.0
66.6,11.5,19.3,39,1.0,0.6931471805599453
22.7,-15.0,8.1,78,0.0,0.0
20.6,-50.1,21.5,78,0.0,0.0
43.3,-28.8,4.5,145,2.0,1.0986122886681098
38.5,-3.5,16.1,149,0.0,0.0
22.0,-20.7,10.0,98,0.0,0.0
41.7,-24.9,9.2,58,1.0,0.6931471805599453
41.1,-6.5,24.6,61,0.0,0.0
23.0,-27.7,13.1,723,0.0,0.0
26.1,-15.0,11.2,327,0.0,0.0
80.8,27.6,16.3,72,13.0,2.6390573296152584
60.0,7.8,12.5,169,1.0,0.6931471805599453
62.5,192.4,5.4,39,1.0,0.6931471805599453
54.4,-11.0,0.0,23,25.0,3.258096538021482
86.4,61.5,30.0,20,7.0,2.0794415416798357
74.1,16.0,10.2,24,26.0,3.295836866004329
45.3,129.5,11.7,61,0.0,0.0
41.8,-23.0,7.7,71,1.0,0.6931471805599453
33.7,-36.2,6.9,40,1.0,0.6931471805599453
28.1,-15.0,12.4,442,0.0,0.0
85.8,100.5,40.6,18,2.0,1.0986122886681098
19.2,-38.9,16.0,40,0.0,0.0
69.9,192.4,0.0,16,25.0,3.258096538021482
90.3,148.2,26.2,19,16.0,2.833213344056216
62.9,-38.8,27.0,21,26.0,3.295836866004329
82.1,21.6,25.0,24,5.0,1.791759469228055
24.1,-11.9,5.4,60,0.0,0.0
21.2,1.3,0.0,26,0.0,0.0
52.7,-29.5,14.8,27,2.0,1.0986122886681098
25.2,13.6,0.0,21,0.0,0.0
39.3,9.0,12.9,145,0.0,0.0
25.4,-15.0,10.8,182,0.0,0.0
33.4,26.0,4.1,14,0.0,0.0
27.1,-26.0,16.4,919,0.0,0.0
65.7,61.5,12.2,45,1.0,0.6931471805599453
71.7,46.3,2.0,250,15.0,2.772588722239781
36.2,-6.5,10.5,890,0.0,0.0
75.6,10.1,12.8,95,9.0,2.302585092994046
62.4,48.2,0.0,65,4.0,1.6094379124341003
31.0,-23.5,9.5,453,0.0,0.0
27.6,-47.8,25.9,37,0.0,0.0
53.0,3.9,0.0,35,9.0,2.302585092994046
51.7,-7.3,11.9,1907,1.0,0.6931471805599453
41.2,-15.5,28.9,102,0.0,0.0
42.0,-40.3,14.9,767,1.0,0.6931471805599453
50.9,-43.1,10.0,43,3.0,1.3862943611198906
35.8,10.1,0.0,43,1.0,0.6931471805599453
26.1,-40.6,12.8,583,0.0,0.0
32.5,-22.3,9.9,497,0.0,0.0
72.2,58.6,0.0,62,46.0,3.8501476017100584
30.4,-35.2,14.9,887,0.0,0.0
56.5,31.7,0.5,143,2.0,1.0986122886681098
57.9,3.5,2.8,136,4.0,1.6094379124341003
53.7,14.7,0.0,32,4.0,1.6094379124341003
69.1,21.2,2.9,320,31.0,3.4657359027997265
75.9,49.8,2.5,182,22.0,3.1354942159291497
39.5,25.9,6.4,132,0.0,0.0
86.4,31.8,18.4,39,14.0,2.70805020110221
23.0,-31.2,5.7,60,0.0,0.0
37.8,-49.6,15.4,695,1.0,0.6931471805599453
56.1,29.5,1.5,176,2.0,1.0986122886681098
66.7,-18.6,9.0,166,16.0,2.833213344056216
66.1,3.5,15.5,152,2.0,1.0986122886681098
65.5,34.4,1.6,251,4.0,1.6094379124341003
41.4,-28.0,7.8,76,1.0,0.6931471805599453
52.2,-65.8,11.6,38,5.0,1.791759469228055
53.3,39.5,3.8,78,1.0,0.6931471805599453
83.1,55.8,4.7,98,46.0,3.8501476017100584
45.3,-28.0,3.4,38,2.0,1.0986122886681098
54.9,-40.4,4.0,68,54.0,4.007333185232471
48.8,-28.0,14.1,770,1.0,0.6931471805599453
43.5,-35.2,13.6,887,1.0,0.6931471805599453
38.6,-11.8,3.1,245,1.0,0.6931471805599453
34.9,32.5,1.6,266,0.0,0.0
56.3,8.9,4.6,220,2.0,1.0986122886681098
70.4,3.9,6.8,49,18.0,2.9444389791664403
78.4,40.9,4.3,172,31.0,3.4657359027997265
36.9,-11.7,11.5,1956,0.0,0.0
25.0,-40.3,10.7,1123,0.0,0.0
41.2,-35.2,3.9,58,2.0,1.0986122886681098
63.0,12.3,9.4,339,2.0,1.0986122886681098
70.8,-3.7,10.5,478,15.0,2.772588722239781
61.0,1.4,10.3,897,2.0,1.0986122886681098
34.5,-59.0,11.8,23,1.0,0.6931471805599453
26.0,-30.7,8.2,188,0.0,0.0
37.2,10.9,7.2,1027,0.0,0.0
36.9,19.8,6.0,568,0.0,0.0
23.8,-30.1,5.6,84,0.0,0.0
35.2,-42.4,3.2,180,2.0,1.0986122886681098
35.5,-49.6,11.9,246,1.0,0.6931471805599453
39.5,-31.8,9.0,224,1.0,0.6931471805599453
40.1,-0.5,2.6,49,1.0,0.6931471805599453
41.5,-28.3,8.7,525,1.0,0.6931471805599453
19.7,-49.6,10.5,111,0.0,0.0
50.4,-31.2,9.7,418,2.0,1.0986122886681098
4.3,-41.1,0.0,12,0.0,0.0
33.6,57.9,0.0,72,0.0,0.0
